分段ID,开始时间,结束时间,持续时长min,纳入统计分钟数,冻结风机数,重复风机功率之和MW,风机编号列表,原异常分钟数,修正后异常分钟数,异常分钟数变化量,原异常占比,修正后异常占比,异常占比变化量,原异常程度总和,修正后异常程度总和,异常程度变化量,异常程度下降率,原平均异常程度,修正后平均异常程度,原最大异常程度,修正后最大异常程度,原偏离程度总和,修正后偏离程度总和,偏离程度变化量,偏离程度下降率,原平均偏离程度,修正后平均偏离程度,原最大偏离程度,修正后最大偏离程度,原负损耗分钟数,修正后负损耗分钟数,站端功率重复硬异常分钟数,物理越限硬异常分钟数,风机联合重复标记分钟数,是否异常分钟减少,是否异常程度下降,是否偏离程度下降,是否全部修正为正常,重复详情
21,2023-10-28 14:26:00,2023-10-28 15:59:00,94,94,1,0.00016,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,94,False,False,False,False,"11[status=6.0,P=0.16,WS=1.34]"
22,2023-10-28 16:00:00,2023-10-28 16:07:00,8,8,2,0.00017,11、32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,8,False,False,False,False,"11[status=6.0,P=0.16,WS=1.34] 、 32[status=6.0,P=0.01,WS=0.91]"
23,2023-10-28 16:08:00,2023-10-28 17:40:00,93,93,1,0.00016,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,93,False,False,False,False,"11[status=6.0,P=0.16,WS=1.34]"
24,2023-10-28 17:41:00,2023-10-29 18:27:00,1487,1487,0,0.0,,251,251,0,0.168796,0.168796,0.0,67.498875,67.498875,0.0,-0.0,0.045393,0.045393,13.179603,13.179603,297.795341,297.795341,0.0,0.0,0.200266,0.200266,13.678938,13.678938,0,0,0.0,0,0,False,False,False,False,
25,2023-10-29 18:28:00,2023-10-29 18:32:00,5,5,1,1e-05,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.942796,0.942815,1.9e-05,-2e-05,0.188559,0.188563,0.324381,0.324387,0,0,0.0,0,5,False,False,False,False,"32[status=6.0,P=0.01,WS=5.09]"
26,2023-10-29 18:33:00,2023-11-02 14:20:00,5508,5508,0,0.0,,484,484,0,0.087872,0.087872,0.0,55.365028,55.365028,-0.0,0.0,0.010052,0.010052,0.976944,0.976944,1197.573707,1197.573707,0.0,-0.0,0.217424,0.217424,1.507411,1.507411,2,2,0.0,0,0,False,True,False,False,
27,2023-11-02 14:21:00,2023-11-02 14:35:00,15,15,58,275.80829,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,5,15,10,0.333333,1.0,0.666667,3.86802,79183.4156,79179.54758,-20470.304244,0.257868,5278.894373,1.490874,5402.2986,8.811181,79183.4156,79174.604419,-8985.69739,0.587412,5278.894373,1.946054,5402.2986,0,15,0.0,0,15,False,False,False,False,"1[status=5.0,P=4453.51,WS=11.16] 、 2[status=5.0,P=4138.51,WS=10.36] 、 3[status=5.0,P=4376.68,WS=11.23] 、 4[status=5.0,P=4543.15,WS=10.61] 、 5[status=5.0,P=4549.55,WS=11.18] 、 6[status=5.0,P=4586.68,WS=10.66] 、 7[status=5.0,P=4512.42,WS=10.66] 、 8[status=5.0,P=4397.17,WS=11.02] 、 9[status=5.0,P=4449.67,WS=11.33] 、 10[status=5.0,P=4424.06,WS=11.55] 、 11[status=5.0,P=4453.51,WS=11.58] 、 12[status=5.0,P=4573.88,WS=12.11] 、 13[status=5.0,P=4563.63,WS=11.28] 、 14[status=5.0,P=4527.78,WS=10.92] 、 15[status=5.0,P=4474.0,WS=11.35] 、 16[status=5.0,P=2007.79,WS=6.44] 、 17[status=5.0,P=3062.91,WS=8.65] 、 18[status=5.0,P=2993.76,WS=8.47] 、 19[status=5.0,P=4539.31,WS=10.69] 、 20[status=5.0,P=4549.55,WS=11.85] 、 21[status=5.0,P=4549.55,WS=10.7] 、 22[status=5.0,P=4361.32,WS=10.9] 、 23[status=5.0,P=4518.82,WS=10.84] 、 24[status=5.0,P=4531.62,WS=11.22] 、 25[status=5.0,P=4472.72,WS=11.53] 、 26[status=5.0,P=4365.16,WS=10.72] 、 27[status=5.0,P=4511.13,WS=10.58] 、 28[status=5.0,P=4552.11,WS=10.65] 、 29[status=5.0,P=4456.07,WS=11.31] 、 30[status=5.0,P=4472.72,WS=11.53] 、 31[status=5.0,P=4403.57,WS=11.26] 、 32[status=5.0,P=4511.13,WS=11.29] 、 33[status=5.0,P=4403.57,WS=11.46] 、 34[status=5.0,P=4534.18,WS=11.78] 、 35[status=5.0,P=4520.1,WS=11.61] 、 36[status=5.0,P=4470.16,WS=11.52] 、 37[status=5.0,P=4480.4,WS=11.85] 、 38[status=5.0,P=4502.17,WS=11.98] 、 39[status=5.0,P=6511.67,WS=11.42] 、 40[status=5.0,P=4003.64,WS=8.78] 、 41[status=5.0,P=6474.11,WS=11.45] 、 42[status=5.0,P=6124.97,WS=11.05] 、 43[status=5.0,P=5933.75,WS=10.48] 、 44[status=5.0,P=5249.97,WS=9.64] 、 45[status=5.0,P=4768.51,WS=8.57] 、 46[status=5.0,P=2519.13,WS=6.52] 、 47[status=5.0,P=3494.86,WS=8.26] 、 48[status=5.0,P=6467.28,WS=11.38] 、 49[status=5.0,P=6533.01,WS=11.18] 、 50[status=5.0,P=6364.84,WS=10.95] 、 51[status=5.0,P=6027.65,WS=11.27] 、 52[status=5.0,P=5646.92,WS=10.67] 、 53[status=5.0,P=6082.29,WS=10.76] 、 54[status=5.0,P=6023.38,WS=10.6] 、 55[status=5.0,P=4679.73,WS=10.73] 、 56[status=5.0,P=5871.43,WS=10.7] 、 57[status=5.0,P=6282.89,WS=10.95] 、 58[status=5.0,P=5954.24,WS=11.05]"
28,2023-11-02 14:36:00,2023-11-02 14:36:00,1,1,29,151.31227,30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,0,1,1,0.0,1.0,1.0,0.0,46.30908,46.30908,,0.0,46.30908,0.0,46.30908,0.197258,46.813602,46.616345,-236.322024,0.197258,46.813602,0.197258,46.813602,0,1,0.0,0,1,False,False,False,False,"30[status=5.0,P=4472.72,WS=11.53] 、 31[status=5.0,P=4403.57,WS=11.26] 、 32[status=5.0,P=4511.13,WS=11.29] 、 33[status=5.0,P=4403.57,WS=11.46] 、 34[status=5.0,P=4534.18,WS=11.78] 、 35[status=5.0,P=4520.1,WS=11.61] 、 36[status=5.0,P=4470.16,WS=11.52] 、 37[status=5.0,P=4480.4,WS=11.85] 、 38[status=5.0,P=4502.17,WS=11.98] 、 39[status=5.0,P=6511.67,WS=11.42] 、 40[status=5.0,P=4003.64,WS=8.78] 、 41[status=5.0,P=6474.11,WS=11.45] 、 42[status=5.0,P=6124.97,WS=11.05] 、 43[status=5.0,P=5933.75,WS=10.48] 、 44[status=5.0,P=5249.97,WS=9.64] 、 45[status=5.0,P=4768.51,WS=8.57] 、 46[status=5.0,P=2519.13,WS=6.52] 、 47[status=5.0,P=3494.86,WS=8.26] 、 48[status=5.0,P=6467.28,WS=11.38] 、 49[status=5.0,P=6533.01,WS=11.18] 、 50[status=5.0,P=6364.84,WS=10.95] 、 51[status=5.0,P=6027.65,WS=11.27] 、 52[status=5.0,P=5646.92,WS=10.67] 、 53[status=5.0,P=6082.29,WS=10.76] 、 54[status=5.0,P=6023.38,WS=10.6] 、 55[status=5.0,P=4679.73,WS=10.73] 、 56[status=5.0,P=5871.43,WS=10.7] 、 57[status=5.0,P=6282.89,WS=10.95] 、 58[status=5.0,P=5954.24,WS=11.05]"
29,2023-11-02 14:37:00,2023-11-14 12:43:00,17167,17167,0,0.0,,2022,2022,0,0.117784,0.117784,0.0,468.750532,468.750532,0.0,-0.0,0.027305,0.027305,12.373103,12.373103,3984.712936,3984.712936,-0.0,0.0,0.232115,0.232115,12.879643,12.879643,45,45,0.0,0,0,False,False,True,False,
30,2023-11-14 12:44:00,2023-11-14 13:00:00,17,17,1,3e-05,13,4,4,0,0.235294,0.235294,0.0,0.727736,0.727816,8e-05,-0.00011,0.042808,0.042813,0.36343,0.36345,5.925978,5.926279,0.000301,-5.1e-05,0.348587,0.348605,0.831465,0.831485,0,0,0.0,0,17,False,False,False,False,"13[status=6.0,P=0.03,WS=4.7]"
31,2023-11-14 13:01:00,2023-11-30 08:07:00,22747,22747,0,0.0,,2808,2808,0,0.123445,0.123445,0.0,637.232907,637.232907,-0.0,0.0,0.028014,0.028014,6.353626,6.353626,5265.133362,5265.133362,0.0,-0.0,0.231465,0.231465,6.848889,6.848889,138,138,0.0,0,0,False,True,False,False,
32,2023-11-30 08:08:00,2023-11-30 08:12:00,5,5,1,2.39706,33,0,1,1,0.0,0.2,0.2,0.0,0.476519,0.476519,,0.0,0.095304,0.0,0.476519,1.290112,2.286478,0.996366,-0.77231,0.258022,0.457296,0.449013,0.974513,0,1,0.0,0,5,False,False,False,False,"33[status=5.0,P=2397.06,WS=7.89]"
33,2023-11-30 08:13:00,2023-12-18 11:58:00,26146,26144,0,0.0,,2466,2466,0,0.094317,0.094317,0.0,482.717877,482.717877,0.0,-0.0,0.018464,0.018464,6.048692,6.048692,5419.304055,5419.304055,0.0,-0.0,0.207287,0.207287,6.531742,6.531742,42,42,0.0,0,0,False,False,False,False,
34,2023-12-18 11:59:00,2023-12-18 12:02:00,4,4,10,8.79605,15、17、18、19、20、21、22、23、24、39,4,4,0,1.0,1.0,0.0,0.0,20.830202,20.830202,,0.0,5.207551,0.0,5.216338,0.037418,22.82268,22.785262,-608.93884,0.009354,5.70567,0.017619,5.714502,0,4,4.0,0,4,False,False,False,False,"15[status=5.0,P=1092.25,WS=6.01] 、 17[status=5.0,P=801.58,WS=5.59] 、 18[status=5.0,P=736.28,WS=5.35] 、 19[status=5.0,P=1309.93,WS=6.38] 、 20[status=5.0,P=937.31,WS=5.81] 、 21[status=5.0,P=861.76,WS=5.52] 、 22[status=5.0,P=633.84,WS=5.2] 、 23[status=5.0,P=973.17,WS=5.88] 、 24[status=5.0,P=610.79,WS=5.06] 、 39[status=5.0,P=839.14,WS=5.17]"
35,2023-12-18 12:03:00,2023-12-20 14:37:00,3035,3035,0,0.0,,361,361,0,0.118946,0.118946,0.0,83.0401,83.0401,0.0,-0.0,0.027361,0.027361,2.562522,2.562522,772.505162,772.505162,0.0,-0.0,0.254532,0.254532,3.05913,3.05913,22,22,0.0,0,0,False,False,False,False,
36,2023-12-20 14:38:00,2023-12-20 14:41:00,4,4,1,6.5074,39,4,4,0,1.0,1.0,0.0,0.0,3.826902,3.826902,,0.0,0.956726,0.0,0.9618,0.209989,5.762393,5.552404,-26.441361,0.052497,1.440598,0.084285,1.445425,0,0,4.0,0,4,False,False,False,False,"39[status=5.0,P=6507.4,WS=13.04]"
37,2023-12-20 14:42:00,2023-12-20 15:03:00,22,22,0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.268411,4.268411,0.0,-0.0,0.194019,0.194019,0.44576,0.44576,0,0,0.0,0,0,False,False,False,False,
38,2023-12-20 15:04:00,2023-12-20 15:07:00,4,4,57,294.57461,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、19、20、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,4,4,0,1.0,1.0,0.0,0.0,22615.024,22615.024,,0.0,5653.756,0.0,5653.756,0.439185,22615.024,22614.584815,-51492.137933,0.109796,5653.756,0.109796,5653.756,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=4454.79,WS=11.71] 、 2[status=5.0,P=4425.34,WS=11.99] 、 3[status=5.0,P=4477.84,WS=12.22] 、 4[status=5.0,P=4564.92,WS=13.63] 、 5[status=5.0,P=4476.56,WS=11.98] 、 6[status=5.0,P=4538.02,WS=13.19] 、 7[status=5.0,P=4486.81,WS=13.19] 、 8[status=5.0,P=4456.07,WS=11.6] 、 9[status=5.0,P=4561.07,WS=10.85] 、 10[status=5.0,P=4531.62,WS=11.98] 、 11[status=5.0,P=4609.73,WS=11.34] 、 12[status=5.0,P=4562.35,WS=13.39] 、 13[status=5.0,P=4566.2,WS=11.93] 、 14[status=5.0,P=4504.73,WS=12.6] 、 15[status=5.0,P=4495.77,WS=12.15] 、 16[status=5.0,P=2009.07,WS=10.91] 、 17[status=5.0,P=4529.06,WS=13.27] 、 18[status=5.0,P=4554.67,WS=13.59] 、 19[status=5.0,P=4520.1,WS=12.96] 、 20[status=5.0,P=4436.87,WS=11.36] 、 22[status=5.0,P=4662.23,WS=13.91] 、 23[status=5.0,P=4474.0,WS=12.0] 、 24[status=5.0,P=4538.02,WS=12.9] 、 25[status=5.0,P=4571.32,WS=11.19] 、 26[status=5.0,P=4342.11,WS=10.81] 、 27[status=5.0,P=4418.94,WS=12.18] 、 28[status=5.0,P=4535.46,WS=12.02] 、 29[status=5.0,P=4630.22,WS=11.05] 、 30[status=5.0,P=4512.42,WS=13.8] 、 31[status=5.0,P=4554.67,WS=13.71] 、 32[status=5.0,P=4590.52,WS=12.78] 、 33[status=5.0,P=4525.22,WS=11.83] 、 34[status=5.0,P=4561.07,WS=12.04] 、 35[status=5.0,P=4507.29,WS=11.07] 、 36[status=5.0,P=4490.65,WS=12.05] 、 37[status=5.0,P=4393.33,WS=11.78] 、 38[status=5.0,P=4590.52,WS=12.34] 、 39[status=5.0,P=6494.6,WS=13.32] 、 40[status=5.0,P=6474.97,WS=12.42] 、 41[status=5.0,P=6588.5,WS=11.88] 、 42[status=5.0,P=6506.55,WS=12.79] 、 43[status=5.0,P=6406.67,WS=13.25] 、 44[status=5.0,P=6494.6,WS=13.14] 、 45[status=5.0,P=6468.99,WS=13.01] 、 46[status=5.0,P=6492.04,WS=13.5] 、 47[status=5.0,P=6486.06,WS=12.86] 、 48[status=5.0,P=6457.89,WS=11.32] 、 49[status=5.0,P=6471.55,WS=12.14] 、 50[status=5.0,P=6533.01,WS=12.07] 、 51[status=5.0,P=6501.43,WS=10.93] 、 52[status=5.0,P=6492.04,WS=13.03] 、 53[status=5.0,P=6502.28,WS=12.68] 、 54[status=5.0,P=6529.6,WS=12.39] 、 55[status=5.0,P=6468.14,WS=11.61] 、 56[status=5.0,P=6516.79,WS=12.82] 、 57[status=5.0,P=6492.04,WS=12.28] 、 58[status=5.0,P=6537.28,WS=11.75]"
39,2023-12-20 15:08:00,2023-12-28 16:19:00,11592,11592,0,0.0,,992,992,0,0.085576,0.085576,0.0,189.995299,189.995299,0.0,-0.0,0.01639,0.01639,7.904704,7.904704,2308.327711,2308.327711,0.0,-0.0,0.199131,0.199131,8.408274,8.408274,11,11,4.0,0,0,False,False,False,False,
40,2023-12-28 16:20:00,2023-12-28 16:27:00,8,8,1,0.1511,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.58055,0.804598,0.224048,-0.385924,0.072569,0.100575,0.185477,0.266262,0,0,0.0,0,8,False,False,False,False,"37[status=5.0,P=151.1,WS=3.36]"
41,2023-12-28 16:28:00,2023-12-31 20:03:00,4536,4536,0,0.0,,230,230,0,0.050705,0.050705,0.0,38.662732,38.662732,-0.0,0.0,0.008524,0.008524,1.225178,1.225178,706.29485,706.29485,0.0,-0.0,0.155709,0.155709,1.670352,1.670352,3,3,8.0,0,0,False,True,False,False,
42,2023-12-31 20:04:00,2024-01-03 12:37:00,3874,3874,1,4.47144,18,1820,916,-904,0.469799,0.236448,-0.233351,2339.221422,341.4859,-1997.735521,0.854017,0.603826,0.088148,3.930556,6.060512,4524.504195,1032.220215,-3492.283981,0.77186,1.167915,0.266448,4.466887,6.601777,0,183,0.0,0,3874,True,True,True,False,"18[status=5.0,P=4471.44,WS=10.03]"
43,2024-01-03 12:38:00,2024-01-05 15:32:00,3055,3055,0,0.0,,223,223,0,0.072995,0.072995,0.0,93.589254,93.589254,-0.0,0.0,0.030635,0.030635,24.646726,24.646726,635.065931,635.065931,-0.0,0.0,0.207878,0.207878,25.244368,25.244368,6,6,0.0,0,0,False,True,True,False,
44,2024-01-05 15:33:00,2024-01-05 15:36:00,4,4,41,3.35234,1、2、3、4、5、7、8、9、10、11、12、13、14、15、16、18、19、20、21、23、24、25、26、27、28、29、30、31、32、33、34、37、38、47、49、50、54、55、56、57、58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0199,0.0,-0.0199,1.0,0.004975,0.0,0.004975,0.0,0,0,0.0,0,4,False,False,True,False,"1[status=5.0,P=24.33,WS=2.89] 、 2[status=5.0,P=89.63,WS=3.01] 、 3[status=5.0,P=47.38,WS=2.81] 、 4[status=5.0,P=6.4,WS=2.76] 、 5[status=5.0,P=16.65,WS=2.71] 、 7[status=5.0,P=72.99,WS=3.5] 、 8[status=5.0,P=125.49,WS=3.23] 、 9[status=5.0,P=105.0,WS=3.06] 、 10[status=5.0,P=52.5,WS=3.01] 、 11[status=5.0,P=47.38,WS=2.87] 、 12[status=5.0,P=43.54,WS=2.76] 、 13[status=5.0,P=24.33,WS=2.98] 、 14[status=5.0,P=52.5,WS=2.49] 、 15[status=5.0,P=71.71,WS=3.21] 、 16[status=5.0,P=148.54,WS=3.36] 、 18[status=5.0,P=128.05,WS=3.22] 、 19[status=5.0,P=43.54,WS=2.95] 、 20[status=5.0,P=40.98,WS=2.49] 、 21[status=5.0,P=29.45,WS=2.24] 、 23[status=5.0,P=67.87,WS=2.86] 、 24[status=5.0,P=78.11,WS=3.3] 、 25[status=5.0,P=112.68,WS=3.22] 、 26[status=5.0,P=115.24,WS=3.11] 、 27[status=5.0,P=57.62,WS=3.01] 、 28[status=5.0,P=46.1,WS=2.83] 、 29[status=5.0,P=99.88,WS=2.94] 、 30[status=5.0,P=102.44,WS=3.07] 、 31[status=5.0,P=97.32,WS=3.02] 、 32[status=5.0,P=137.01,WS=3.18] 、 33[status=5.0,P=213.84,WS=3.66] 、 34[status=5.0,P=83.23,WS=2.92] 、 37[status=5.0,P=171.58,WS=3.37] 、 38[status=5.0,P=133.17,WS=3.23] 、 47[status=5.0,P=78.54,WS=3.56] 、 49[status=5.0,P=212.56,WS=3.68] 、 50[status=5.0,P=101.58,WS=3.87] 、 54[status=5.0,P=6.83,WS=3.24] 、 55[status=5.0,P=39.27,WS=3.68] 、 56[status=5.0,P=6.83,WS=3.43] 、 57[status=5.0,P=69.15,WS=4.19] 、 58[status=5.0,P=151.1,WS=4.38]"
45,2024-01-05 15:37:00,2024-01-25 08:44:00,28388,28385,0,0.0,,2351,2351,0,0.082817,0.082817,0.0,460.152835,460.152835,-0.0,0.0,0.016211,0.016211,8.600897,8.600897,5611.58041,5611.58041,-0.0,0.0,0.197695,0.197695,9.092527,9.092527,30,30,23.0,0,0,False,True,True,False,
46,2024-01-25 08:45:00,2024-01-25 09:20:00,36,36,1,0.00013,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,36,False,False,False,False,"13[status=6.0,P=0.13,WS=5.06]"
47,2024-01-25 09:21:00,2024-01-25 09:21:00,1,1,3,0.00039,13、21、23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,1,False,False,False,False,"13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43]"
48,2024-01-25 09:22:00,2024-01-25 09:28:00,7,7,4,0.0004,13、21、23、31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,7,False,False,False,False,"13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 31[status=6.0,P=0.01,WS=5.33]"
49,2024-01-25 09:29:00,2024-01-25 09:36:00,8,8,6,0.00044,13、21、23、27、31、32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,8,False,False,False,False,"13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0]"
50,2024-01-25 09:37:00,2024-01-25 10:39:00,63,63,7,0.00054,13、21、23、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,63,False,False,False,False,"13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
51,2024-01-25 10:40:00,2024-01-25 10:40:00,1,1,8,0.00058,10、13、21、23、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,1,False,False,False,False,"10[status=6.0,P=0.04,WS=4.9] 、 13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
52,2024-01-25 10:41:00,2024-01-25 10:42:00,2,2,9,0.00073,4、10、13、21、23、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,2,False,False,False,False,"4[status=6.0,P=0.15,WS=0.0] 、 10[status=6.0,P=0.04,WS=4.9] 、 13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
53,2024-01-25 10:43:00,2024-01-25 10:50:00,8,8,10,0.00075,4、10、12、13、21、23、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,8,False,False,False,False,"4[status=6.0,P=0.15,WS=0.0] 、 10[status=6.0,P=0.04,WS=4.9] 、 12[status=6.0,P=0.02,WS=5.06] 、 13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
54,2024-01-25 10:51:00,2024-01-25 10:56:00,6,6,12,0.00089,2、4、5、10、12、13、21、23、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,6,False,False,False,False,"2[status=6.0,P=0.08,WS=5.08] 、 4[status=6.0,P=0.15,WS=0.0] 、 5[status=6.0,P=0.06,WS=4.52] 、 10[status=6.0,P=0.04,WS=4.9] 、 12[status=6.0,P=0.02,WS=5.06] 、 13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
55,2024-01-25 10:57:00,2024-02-02 18:08:00,11952,11942,13,0.00095,2、4、5、10、12、13、21、23、24、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,11942,False,False,False,False,"2[status=6.0,P=0.08,WS=5.08] 、 4[status=6.0,P=0.15,WS=0.0] 、 5[status=6.0,P=0.06,WS=4.52] 、 10[status=6.0,P=0.04,WS=4.9] 、 12[status=6.0,P=0.02,WS=5.06] 、 13[status=6.0,P=0.13,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 24[status=6.0,P=0.06,WS=0.0] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
56,2024-02-02 18:09:00,2024-02-02 18:32:00,24,24,12,0.00082,2、4、5、10、12、21、23、24、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,24,False,False,False,False,"2[status=6.0,P=0.08,WS=5.08] 、 4[status=6.0,P=0.15,WS=0.0] 、 5[status=6.0,P=0.06,WS=4.52] 、 10[status=6.0,P=0.04,WS=4.9] 、 12[status=6.0,P=0.02,WS=5.06] 、 21[status=6.0,P=0.12,WS=4.34] 、 23[status=6.0,P=0.14,WS=5.43] 、 24[status=6.0,P=0.06,WS=0.0] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
57,2024-02-02 18:33:00,2024-02-02 18:34:00,2,2,10,0.00056,2、4、5、10、12、24、27、31、32、36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,0,2,False,False,False,False,"2[status=6.0,P=0.08,WS=5.08] 、 4[status=6.0,P=0.15,WS=0.0] 、 5[status=6.0,P=0.06,WS=4.52] 、 10[status=6.0,P=0.04,WS=4.9] 、 12[status=6.0,P=0.02,WS=5.06] 、 24[status=6.0,P=0.06,WS=0.0] 、 27[status=6.0,P=0.01,WS=5.3] 、 31[status=6.0,P=0.01,WS=5.33] 、 32[status=6.0,P=0.03,WS=0.0] 、 36[status=6.0,P=0.1,WS=0.0]"
